"","ID","fishing.effort.df","Solution","Category","geometry"
"6807",335,229.979098469131,"Outside","Escenario III: Comunidades",c(-114.529103878001, 27.9769457565725)
"6808",336,35.0104710502561,"Outside","Escenario III: Comunidades",c(-114.529103878, 27.8769457677251)
"6809",337,34.9992244002243,"Outside","Escenario III: Comunidades",c(-114.529103877999, 27.7769457786966)
"6810",338,NA,"Outside","Escenario III: Comunidades",c(-114.529103877999, 27.4769458106093)
"6811",339,3.00042657994229,"Outside","Escenario III: Comunidades",c(-114.529103877999, 27.376945820906)
"6812",340,90.0054745616674,"Outside","Escenario III: Comunidades",c(-114.529103878, 27.2769458310449)
"6813",341,92.0044207909284,"Outside","Escenario III: Comunidades",c(-114.529103878, 27.1769458410143)
"6814",342,138.996436050312,"Outside","Escenario III: Comunidades",c(-114.529103877999, 27.0769458508149)
"6815",343,123.001713179922,"Outside","Escenario III: Comunidades",c(-114.529103877998, 26.9769458604593)
"6816",344,NA,"Inside","Escenario III: Comunidades",c(-114.429103877998, 31.6769452190328)
"6817",345,159.995734203188,"Inside","Escenario III: Comunidades",c(-114.429103877997, 31.5769452369126)
"6818",346,873.942123588996,"Inside","Escenario III: Comunidades",c(-114.429103877998, 31.4769452545894)
"6819",347,387.013187490086,"Inside","Escenario III: Comunidades",c(-114.429103877998, 31.3769452720857)
"6820",348,1942.83610391187,"Inside","Escenario III: Comunidades",c(-114.429103877997, 30.9769453401245)
"6821",349,865.069219066053,"Inside","Escenario III: Comunidades",c(-114.429103877998, 30.8769453566609)
"6822",350,486.041226810804,"Inside","Escenario III: Comunidades",c(-114.429103877997, 30.7769453730062)
"6823",351,439.01889829474,"Inside","Escenario III: Comunidades",c(-114.429103877997, 30.6769453891636)
"6824",352,334.01509930275,"Inside","Escenario III: Comunidades",c(-114.429103877998, 30.5769454051358)
"6825",353,298.001254037461,"Inside","Escenario III: Comunidades",c(-114.429103877999, 30.4769454209126)
"6826",354,301.997339495622,"Inside","Escenario III: Comunidades",c(-114.429103877998, 30.3769454365155)
"6827",355,442.983703971198,"Inside","Escenario III: Comunidades",c(-114.429103877997, 30.2769454519231)
"6828",356,344.001728108437,"Inside","Escenario III: Comunidades",c(-114.429103877998, 30.1769454671472)
"6829",357,399.162643550515,"Inside","Escenario III: Comunidades",c(-114.429103877997, 30.07694548219)
"6830",358,1636.89833524916,"Inside","Escenario III: Comunidades",c(-114.429103877995, 29.9769454970506)
"6831",359,894.036141804682,"Outside","Escenario III: Comunidades",c(-114.429103877997, 29.8769455117239)
"6832",360,9249.37622469531,"Outside","Escenario III: Comunidades",c(-114.429103877997, 29.7769455262145)
"6833",361,NA,"Outside","Escenario III: Comunidades",c(-114.429103877997, 28.9769456356519)
"6834",362,11.9998837433076,"Outside","Escenario III: Comunidades",c(-114.429103877998, 28.8769456485334)
"6835",363,12.0000387711863,"Outside","Escenario III: Comunidades",c(-114.429103877997, 28.7769456612294)
"6836",364,1.00077922651076,"Outside","Escenario III: Comunidades",c(-114.429103877998, 28.6769456737563)
"6837",365,3.00011895333655,"Outside","Escenario III: Comunidades",c(-114.429103877999, 28.5769456861088)
"6838",366,3.00077556850604,"Outside","Escenario III: Comunidades",c(-114.429103877997, 28.4769456982867)
"6839",367,9.00155114150956,"Outside","Escenario III: Comunidades",c(-114.429103877998, 28.3769457102936)
"6840",368,4.00063519454436,"Outside","Escenario III: Comunidades",c(-114.429103877998, 28.2769457221183)
"6841",369,12.9990186473485,"Outside","Escenario III: Comunidades",c(-114.429103877997, 28.176945733774)
"6842",370,270.974862308277,"Outside","Escenario III: Comunidades",c(-114.429103877999, 28.076945745264)
"6843",371,308.994748463894,"Outside","Escenario III: Comunidades",c(-114.429103878, 27.9769457565756)
"6844",372,9.01831121190358,"Outside","Escenario III: Comunidades",c(-114.429103877998, 27.8769457677225)
"6845",373,9.00100827893988,"Outside","Escenario III: Comunidades",c(-114.429103877996, 27.7769457786972)
"6846",374,46.5016867317672,"Outside","Escenario III: Comunidades",c(-114.429103877997, 27.2769458310449)
"6847",375,91.0000387754292,"Outside","Escenario III: Comunidades",c(-114.429103877996, 27.1769458410136)
"6848",376,27.00434325048,"Outside","Escenario III: Comunidades",c(-114.429103877997, 27.0769458508159)
"6849",377,232.983662161363,"Outside","Escenario III: Comunidades",c(-114.429103877999, 26.9769458604583)
"6850",378,942.969635268448,"Inside","Escenario III: Comunidades",c(-114.329103877999, 31.5769452369124)
"6851",379,799.01047336152,"Inside","Escenario III: Comunidades",c(-114.329103877999, 31.4769452545905)
"6852",380,975.967828331964,"Inside","Escenario III: Comunidades",c(-114.329103878002, 31.3769452720864)
"6853",381,592.985423744148,"Outside","Escenario III: Comunidades",c(-114.329103878002, 30.1769454671471)
"6854",382,637.988264567793,"Inside","Escenario III: Comunidades",c(-114.329103878002, 30.07694548219)
"6855",383,730.030113759737,"Inside","Escenario III: Comunidades",c(-114.329103878003, 29.9769454970499)
"6856",384,419.035562883279,"Outside","Escenario III: Comunidades",c(-114.329103878, 29.8769455117233)
"6857",385,944.293077152777,"Inside","Escenario III: Comunidades",c(-114.329103877999, 29.7769455262144)
"6858",386,15.9998448799846,"Outside","Escenario III: Comunidades",c(-114.329103878, 28.7769456612297)
"6859",387,15.999418324107,"Inside","Escenario III: Comunidades",c(-114.329103878001, 28.676945673757)
"6860",388,2.00003877558873,"Outside","Escenario III: Comunidades",c(-114.329103878, 28.576945686108)
"6861",389,3,"Outside","Escenario III: Comunidades",c(-114.329103878002, 28.4769456982877)
"6862",390,3.00023268019874,"Outside","Escenario III: Comunidades",c(-114.329103878003, 28.3769457102935)
"6863",391,56.9948548467797,"Outside","Escenario III: Comunidades",c(-114.329103878002, 28.2769457221173)
"6864",392,923.914961485272,"Outside","Escenario III: Comunidades",c(-114.329103878002, 28.1769457337746)
"6865",393,3095.76566357136,"Outside","Escenario III: Comunidades",c(-114.329103878002, 28.0769457452644)
"6866",394,129.177771271083,"Outside","Escenario III: Comunidades",c(-114.329103878, 27.976945756575)
"6867",395,128.995347069805,"Outside","Escenario III: Comunidades",c(-114.329103878001, 27.876945767722)
"6868",396,NA,"Outside","Escenario III: Comunidades",c(-114.329103878001, 27.7769457786962)
"6869",397,NA,"Inside","Escenario III: Comunidades",c(-114.329103878003, 27.1769458410124)
"6870",398,NA,"Inside","Escenario III: Comunidades",c(-114.329103878001, 27.0769458508171)
"6871",399,356.995190811438,"Outside","Escenario III: Comunidades",c(-114.329103878, 26.9769458604575)
"6872",400,421.020243164679,"Inside","Escenario III: Comunidades",c(-114.229103878001, 31.5769452369126)
"6873",401,1570.90963669151,"Inside","Escenario III: Comunidades",c(-114.229103878, 31.4769452545897)
"6874",402,1318.00007474502,"Inside","Escenario III: Comunidades",c(-114.229103877999, 31.3769452720876)
"6875",403,582.051144195176,"Inside","Escenario III: Comunidades",c(-114.229103878001, 31.2769452893805)
"6876",404,922.976942073338,"Outside","Escenario III: Comunidades",c(-114.229103878, 30.0769454821908)
"6877",405,973.987734101388,"Outside","Escenario III: Comunidades",c(-114.229103877998, 29.9769454970489)
"6878",406,823.99256203345,"Outside","Escenario III: Comunidades",c(-114.229103877998, 29.8769455117219)
"6879",407,774.009354474327,"Inside","Escenario III: Comunidades",c(-114.229103877999, 29.7769455262153)
"6880",408,NA,"Outside","Escenario III: Comunidades",c(-114.229103878001, 28.6769456737559)
"6881",409,NA,"Outside","Escenario III: Comunidades",c(-114.229103878001, 28.5769456861088)
"6882",410,23.9991856197133,"Outside","Escenario III: Comunidades",c(-114.229103878001, 28.4769456982865)
"6883",411,109.990939877024,"Outside","Escenario III: Comunidades",c(-114.229103878001, 28.3769457102931)
"6884",412,452.965016895531,"Outside","Escenario III: Comunidades",c(-114.229103878, 28.2769457221183)
"6885",413,2906.782395944,"Outside","Escenario III: Comunidades",c(-114.229103877999, 28.1769457337757)
"6886",414,1398.15253624463,"Outside","Escenario III: Comunidades",c(-114.229103877999, 28.0769457452631)
"6887",415,42.0814365986061,"Outside","Escenario III: Comunidades",c(-114.229103878001, 27.9769457565739)
"6888",416,42.0033738602977,"Outside","Escenario III: Comunidades",c(-114.229103878, 27.8769457677242)
"6889",417,NA,"Outside","Escenario III: Comunidades",c(-114.229103878, 27.7769457786957)
"6890",418,NA,"Outside","Escenario III: Comunidades",c(-114.229103878001, 27.676945789503)
"6891",419,NA,"Outside","Escenario III: Comunidades",c(-114.229103878, 27.1769458410119)
"6892",420,NA,"Outside","Escenario III: Comunidades",c(-114.229103877998, 27.0769458508157)
"6893",421,214.005545536913,"Outside","Escenario III: Comunidades",c(-114.229103877998, 26.9769458604579)
"6894",422,253.995558358063,"Outside","Escenario III: Comunidades",c(-114.229103878, 26.8769458699257)
"6895",423,437.043974145684,"Inside","Escenario III: Comunidades",c(-114.129103877997, 31.476945254589)
"6896",424,796.001317604567,"Inside","Escenario III: Comunidades",c(-114.129103877998, 31.3769452720879)
"6897",425,496.019204113289,"Inside","Escenario III: Comunidades",c(-114.129103877997, 31.2769452893805)
"6898",426,544.006451178122,"Outside","Escenario III: Comunidades",c(-114.129103878, 29.976945497049)
"6899",427,814.985413151986,"Outside","Escenario III: Comunidades",c(-114.129103878001, 29.8769455117225)
"6900",428,994.981482925449,"Outside","Escenario III: Comunidades",c(-114.129103878, 29.7769455262147)
"6901",429,817.979753437814,"Outside","Escenario III: Comunidades",c(-114.129103877998, 29.6769455405265)
"6902",430,NA,"Outside","Escenario III: Comunidades",c(-114.129103877996, 28.6769456737559)
"6903",431,59,"Inside","Escenario III: Comunidades",c(-114.129103877998, 28.5769456861104)
"6904",432,89.9956741200271,"Outside","Escenario III: Comunidades",c(-114.129103877999, 28.4769456982866)
"6905",433,449.966258357607,"Outside","Escenario III: Comunidades",c(-114.129103877999, 28.3769457102925)
"6906",434,8198.25621962388,"Outside","Escenario III: Comunidades",c(-114.129103878, 28.2769457221185)
"6907",435,525.532361334525,"Outside","Escenario III: Comunidades",c(-114.129103878, 28.1769457337751)
"6908",436,525.03385829017,"Outside","Escenario III: Comunidades",c(-114.129103877999, 28.0769457452627)
"6909",437,719.973710198976,"Outside","Escenario III: Comunidades",c(-114.129103877998, 27.9769457565751)
"6910",438,NA,"Outside","Escenario III: Comunidades",c(-114.129103877998, 27.7769457786969)
"6911",439,NA,"Outside","Escenario III: Comunidades",c(-114.129103877999, 27.6769457895034)
"6912",440,NA,"Outside","Escenario III: Comunidades",c(-114.129103877997, 27.1769458410118)
"6913",441,NA,"Outside","Escenario III: Comunidades",c(-114.129103877999, 27.0769458508157)
"6914",442,3.00818258018228,"Outside","Escenario III: Comunidades",c(-114.129103878, 26.9769458604588)
"6915",443,141.996184387445,"Outside","Escenario III: Comunidades",c(-114.129103877998, 26.8769458699251)
"6916",444,241.987955362085,"Outside","Escenario III: Comunidades",c(-114.129103877998, 26.7769458792396)
"6917",445,NA,"Inside","Escenario III: Comunidades",c(-114.029103878001, 31.5769452369103)
"6918",446,133.011789125922,"Inside","Escenario III: Comunidades",c(-114.029103878002, 31.4769452545912)
"6919",447,771.967242654894,"Inside","Escenario III: Comunidades",c(-114.029103878004, 31.3769452720874)
"6920",448,934.974354824105,"Inside","Escenario III: Comunidades",c(-114.029103878004, 31.2769452893803)
"6921",449,133.020935865611,"Outside","Escenario III: Comunidades",c(-114.029103877999, 29.8769455117231)
"6922",450,321.015748455534,"Outside","Escenario III: Comunidades",c(-114.029103878, 29.7769455262142)
"6923",451,1030.95240402811,"Inside","Escenario III: Comunidades",c(-114.029103878001, 29.676945540526)
"6924",452,1128.98249606786,"Outside","Escenario III: Comunidades",c(-114.029103878003, 29.5769455546484)
"6925",453,NA,"Outside","Escenario III: Comunidades",c(-114.029103878002, 28.5769456861113)
"6926",454,15.0029084318382,"Outside","Escenario III: Comunidades",c(-114.029103878, 28.4769456982863)
"6927",455,NA,"Outside","Escenario III: Comunidades",c(-114.029103878, 27.7769457786963)
"6928",456,NA,"Outside","Escenario III: Comunidades",c(-114.029103878, 27.6769457895038)
"6929",457,NA,"Outside","Escenario III: Comunidades",c(-114.029103878003, 27.0769458508166)
"6930",458,NA,"Inside","Escenario III: Comunidades",c(-114.029103878001, 26.976945860458)
"6931",459,49.0036062257018,"Outside","Escenario III: Comunidades",c(-114.029103878002, 26.8769458699252)
"6932",460,238.988945991295,"Outside","Escenario III: Comunidades",c(-114.029103878002, 26.7769458792389)
"6933",461,NA,"Inside","Escenario III: Comunidades",c(-113.929103878, 31.6769452190316)
"6934",462,NA,"Inside","Escenario III: Comunidades",c(-113.929103878001, 31.5769452369121)
"6935",463,31.0039555603635,"Inside","Escenario III: Comunidades",c(-113.929103878, 31.476945254589)
"6936",464,253.008421938836,"Outside","Escenario III: Comunidades",c(-113.929103878001, 31.376945272088)
"6937",465,2223.84576257493,"Outside","Escenario III: Comunidades",c(-113.929103878, 31.276945289382)
"6938",466,9.00469827537055,"Outside","Escenario III: Comunidades",c(-113.929103877999, 29.8769455117228)
"6939",467,21.0109704728891,"Outside","Escenario III: Comunidades",c(-113.929103877999, 29.7769455262146)
"6940",468,40.0373767890919,"Outside","Escenario III: Comunidades",c(-113.929103877999, 29.6769455405265)
"6941",469,413.007048225923,"Outside","Escenario III: Comunidades",c(-113.929103877998, 29.5769455546475)
"6942",470,224.0456201436,"Outside","Escenario III: Comunidades",c(-113.929103878, 29.4769455686001)
"6943",471,NA,"Outside","Escenario III: Comunidades",c(-113.929103878, 27.676945789503)
"6944",472,NA,"Outside","Escenario III: Comunidades",c(-113.929103877997, 26.976945860458)
"6945",473,NA,"Outside","Escenario III: Comunidades",c(-113.929103877999, 26.876945869924)
"6946",474,39.007755566467,"Outside","Escenario III: Comunidades",c(-113.929103878, 26.7769458792405)
"6947",475,77.0347180212993,"Outside","Escenario III: Comunidades",c(-113.929103877999, 26.6769458883862)
"6948",476,NA,"Outside","Escenario III: Comunidades",c(-113.829103877999, 31.5769452369113)
"6949",477,12.0007368201028,"Outside","Escenario III: Comunidades",c(-113.829103878001, 31.4769452545907)
"6950",478,89.0023001171465,"Outside","Escenario III: Comunidades",c(-113.829103878, 31.3769452720869)
"6951",479,2224.88698037474,"Outside","Escenario III: Comunidades",c(-113.829103877999, 31.2769452893813)
"6952",480,1486.01932182456,"Outside","Escenario III: Comunidades",c(-113.829103878002, 31.1769453064847)
"6953",481,12.0000726942455,"Outside","Escenario III: Comunidades",c(-113.829103878, 29.7769455262153)
"6954",482,1.00212181300123,"Outside","Escenario III: Comunidades",c(-113.829103877999, 29.6769455405256)
"6955",483,1.01597655488884,"Outside","Escenario III: Comunidades",c(-113.829103878, 29.576945554648)
"6956",484,212.000465768274,"Inside","Escenario III: Comunidades",c(-113.829103878001, 29.4769455686017)
"6957",485,12.0193856617471,"Outside","Escenario III: Comunidades",c(-113.829103878, 29.3769455823676)
"6958",486,NA,"Outside","Escenario III: Comunidades",c(-113.829103878, 26.9769458604591)
"6959",487,40,"Outside","Escenario III: Comunidades",c(-113.829103878002, 26.8769458699255)
"6960",488,15.0024004725193,"Outside","Escenario III: Comunidades",c(-113.829103878, 26.7769458792381)
"6961",489,50.9988884558497,"Outside","Escenario III: Comunidades",c(-113.829103878, 26.6769458883874)
"6962",490,54.9982130551165,"Outside","Escenario III: Comunidades",c(-113.829103878002, 26.5769458973727)
